id,LOCATION,TIME,GENDER,Population (% of total),EDU_TERTIARY_PC_WKGPOP,CPI_AGRWTH,GDP_USD_CAP,GOV_SPEND_EDU,%_Sanitation_Access,Access to Clean Fuels and Technologies for cooking (% of total population) [2.1_ACCESS.CFT.TOT],Access to electricity (% of rural population with access) [1.2_ACCESS.ELECTRICITY.RURAL],Access to electricity (% of total population) [1.1_ACCESS.ELECTRICITY.TOT],Access to electricity (% of urban population with access) [1.3_ACCESS.ELECTRICITY.URBAN],Energy intensity level of primary energy (MJ/2011 USD PPP) [6.1_PRIMARY.ENERGY.INTENSITY],Renewable electricity output (GWh) [4.1.2_REN.ELECTRICITY.OUTPUT],Renewable electricity share of total electricity output (%) [4.1_SHARE.RE.IN.ELECTRICITY],Renewable energy consumption (TJ) [3.1_RE.CONSUMPTION],Renewable energy share of TFEC (%) [2.1_SHARE.TOTAL.RE.IN.TFEC],Total electricity output (GWh) [4.1.1_TOTAL.ELECTRICITY.OUTPUT],Total final energy consumption (TFEC) (TJ) [1.1_TOTAL.FINAL.ENERGY.CONSUM],Population ages 00-04 (as % of specified gender population),Population ages 05-09 (as % of specified gender population),Population ages 10-14 (as % of specified gender population),Population ages 15-19 (as % of specified gender population),Population ages 20-24 (as % of specified gender population),Population ages 25-29 (as % of specified gender population),Population ages 30-34 (as % of specified gender population),Population ages 35-39 (as % of specified gender population),Population ages 40-44 (as % of specified gender population),Population ages 45-49 (as % of specified gender population),Population ages 50-54 (as % of specified gender population),Population ages 55-59 (as % of specified gender population),Population ages 60-64 (as % of specified gender population),Population ages 65-69 (as % of specified gender population),Population ages 70-74 (as % of specified gender population),Population ages 75-79 (as % of specified gender population),Population ages 80 and older (as % of specified gender population),TER_Enrolment_rate,"GNI per capita, Atlas method (current US$)",Quality_of_life_measure
596,IRL,2013,WOMEN,50.3316233,45.214443,0.5087149,48296.79158,5.324570179,90.4,100,100,100,100,2.566207997,5622,21.79,30808.42051,7.360941041,25797,418539.156,7.527442053,7.0892943,6.13992466,5.503942057,5.805234943,7.247154798,8.375602745,8.302231562,7.42037699,6.537164477,6.211089191,5.464519368,5.137086141,4.229515585,3.151947943,2.424177099,3.433296089,75.23703003,44240,0.549146261
597,IRL,2014,MEN,49.62504911,37.234863,0.1825423,51468.35597,,90.5,100,100,100,100,2.393193433,6385,24.52,35202.73025,8.471724021,26035,415532.0707,7.906812946,7.717485623,6.701576624,5.825717384,5.682485653,6.621425334,7.911456904,8.240876986,7.784350031,6.616480378,6.425433071,5.477893466,5.187646037,4.370094281,3.091070613,2.216157365,2.223037304,75.06623077,46860,0.560237547
598,IRL,2014,WOMEN,50.37495089,44.563564,0.1825423,51468.35597,,90.5,100,100,100,100,2.393193433,6385,24.52,35202.73025,8.471724021,26035,415532.0707,7.388472707,7.224880281,6.280390301,5.528890244,5.528297211,6.783409475,8.185551595,8.260400848,7.64809414,6.498457055,6.347953718,5.483565569,5.183279007,4.422205702,3.244780779,2.516451374,3.474919993,80.30928802,46860,0.558735411
599,IRL,2015,MEN,49.5972433,38.907608,-0.2898791,69458.88547,,90.5,,,,,,,,,,,,7.771572855,7.820390507,6.886120172,5.905005482,5.500951472,6.211338393,7.593504249,8.113982783,7.917811322,6.661078518,6.506088908,5.539430764,5.21533818,4.524512639,3.232303387,2.299920553,2.300649815,80.1350708,51630,0.565750724
600,IRL,2015,WOMEN,50.4027567,46.547295,-0.2898791,69458.88547,,90.5,,,,,,,,,,,,7.24829716,7.318622667,6.4373588,5.591088838,5.320466495,6.348122233,7.911197374,8.201659446,7.807397602,6.546772794,6.417983406,5.545288613,5.217342118,4.579347096,3.376130865,2.604660901,3.528263593,87.61868286,51630,0.55818041
601,ISL,2003,MEN,50.06823983,25.557198,2.055662,32327.54622,7.326409817,98.8,100,100,100,100,12.82733862,8494,99.93,47167.34224,61.88160776,8500,76221.90817,7.087963156,7.951503045,7.945954194,7.489561225,7.591521356,7.28217293,7.238475731,7.253041464,7.504126958,7.096286432,6.278524561,5.080666417,3.626173929,3.119147697,2.921469891,2.225089128,2.308321889,44.7045784,33740,0.645762867
602,ISL,2003,WOMEN,49.93176017,30.194607,2.055662,32327.54622,7.326409817,98.8,100,100,100,100,12.82733862,8494,99.93,47167.34224,61.88160776,8500,76221.90817,6.877125629,7.645655546,7.638700524,7.17966908,7.38623323,7.15741301,7.005098031,7.259651832,7.487776549,6.884776153,5.945152698,4.915113958,3.754320807,3.289725346,3.257732246,2.699939491,3.615915872,80.02449036,33740,0.649951754
603,ISL,2004,MEN,50.10030848,26.168198,3.158195,35218.98763,7.223869801,98.8,100,100,100,100,11.7267653,8619,99.95,48426.73093,61.8074351,8623,78350.97971,7.11998519,7.628751466,8.071007865,7.364768964,7.584182991,7.185809398,7.228320866,7.13712691,7.442249542,7.159753982,6.356150107,5.327646853,3.781463629,3.063568358,2.925748922,2.244194099,2.37927086,47.89831161,42050,0.642808257
604,ISL,2004,WOMEN,49.89969152,29.742111,3.158195,35218.98763,7.223869801,98.8,100,100,100,100,11.7267653,8619,99.95,48426.73093,61.8074351,8623,78350.97971,6.911103615,7.331731597,7.754424855,7.088717394,7.328289469,7.134841903,6.948278592,7.108681734,7.454271336,6.991649399,6.058144418,5.091595013,3.914387405,3.208062839,3.258317901,2.711708053,3.705794477,89.48708344,42050,0.65781724
605,ISL,2005,MEN,50.14170644,26.831276,3.987048,37068.71308,7.418310165,98.8,100,100,100,100,11.2443691,8681,99.94,49023.50581,62.46559423,8686,78480.81238,7.166037889,7.345205739,8.082836396,7.333711952,7.530458534,7.120738848,7.184968832,7.055156654,7.364136681,7.194434303,6.443281544,5.535948508,3.965356375,3.06207997,2.905223588,2.270360905,2.440063283,48.59412003,50750,0.657270138
606,ISL,2005,WOMEN,49.85829356,32.168613,3.987048,37068.71308,7.418310165,98.8,100,100,100,100,11.2443691,8681,99.94,49023.50581,62.46559423,8686,78480.81238,6.942272387,7.059903447,7.762290066,7.080301897,7.246209288,7.113619365,6.891956211,6.984429183,7.386958591,7.071462569,6.180730264,5.252600802,4.079689944,3.193037329,3.2249949,2.737471952,3.792071803,92.88678741,50750,0.670662595
607,ISL,2006,MEN,50.19717614,26.779726,6.687074,38639.85924,7.349410057,98.8,100,100,100,100,13.36544959,9926,99.96,53620.75816,64.01545346,9930,83762.20937,7.255229069,7.104355397,7.948450388,7.410090591,7.570933888,7.216679849,7.152209601,6.978738111,7.235289817,7.186770971,6.484244668,5.644137528,4.138059379,3.061339785,2.824727331,2.273739341,2.515004287,50.86206818,53650,0.661291757
608,ISL,2006,WOMEN,49.80282386,34.301445,6.687074,38639.85924,7.349410057,98.8,100,100,100,100,13.36544959,9926,99.96,53620.75816,64.01545346,9930,83762.20937,7.045386032,6.861832189,7.638251549,7.190755317,7.271813767,7.135823145,6.868531234,6.863171998,7.263774912,7.102997823,6.274325909,5.359236309,4.216379166,3.204153408,3.119075532,2.72182214,3.86266957,95.29911041,53650,0.665202231
609,ISL,2007,MEN,50.26098068,28.104771,5.051564,40754.11513,7.081950188,98.8,100,100,100,100,14.49758539,11974,99.97,61249.98648,66.75126763,11977,91758.53682,7.362087174,6.921391971,7.707602644,7.535496825,7.51854701,7.373821662,7.116314849,6.948120526,7.079155638,7.159341304,6.54197687,5.704264834,4.34567193,3.099208574,2.727616465,2.287573178,2.571808545,50.36846161,61940,0.66870086
610,ISL,2007,WOMEN,49.73901932,33.744808,5.051564,40754.11513,7.081950188,98.8,100,100,100,100,14.49758539,11974,99.97,61249.98648,66.75126763,11977,91758.53682,7.124458996,6.727228411,7.420899731,7.329332481,7.258186705,7.199557315,6.858979849,6.7720239,7.107990066,7.113918881,6.376110829,5.450556979,4.361631346,3.271388199,2.991416394,2.719349675,3.916970244,93.99777985,61940,0.671622318
611,ISL,2008,MEN,50.32215106,28.676628,12.6944,42412.17046,7.262750149,98.8,100,100,100,100,16.14138554,16465,99.99,77859.13073,73.461571,16467,105986.2043,7.460959723,6.807678294,7.398316298,7.661035151,7.407265359,7.557481734,7.095965891,6.952141702,6.917623897,7.108111045,6.612716615,5.733791014,4.564660159,3.173081226,2.633580711,2.299269373,2.616321808,51.60079956,50100,0.670276137
612,ISL,2008,WOMEN,49.67784894,34.75301,12.6944,42412.17046,7.262750149,98.8,100,100,100,100,16.14138554,16465,99.99,77859.13073,73.461571,16467,105986.2043,7.176990119,6.658335384,7.151737267,7.445058859,7.219078206,7.298074308,6.859710693,6.708841088,6.939354304,7.101231562,6.478327873,5.530374649,4.507957886,3.378702133,2.870407542,2.71759541,3.958222717,97.59562683,50100,0.670466335
613,ISL,2009,MEN,50.36446239,29.253628,12.00312,40924.34387,7.354400158,98.8,100,100,100,100,17.57097804,16832,99.99,79405.01682,74.12366439,16834,107125.0558,7.517918501,6.749668641,7.093276714,7.710766177,7.300572261,7.712022514,7.123428794,6.96764305,6.781705226,7.03485706,6.678685621,5.764700709,4.762772232,3.281551324,2.572349287,2.295327056,2.652754832,52.03615952,41960,0.635261251
614,ISL,2009,WOMEN,49.63553761,36.736088,12.00312,40924.34387,7.354400158,98.8,100,100,100,100,17.57097804,16832,99.99,79405.01682,74.12366439,16834,107125.0558,7.205094047,6.639088783,6.892771322,7.47471142,7.189159214,7.403323369,6.876836489,6.665221908,6.781864885,7.056581405,6.565788551,5.615435117,4.648509456,3.50375106,2.789870545,2.696811121,3.995181307,97.54238129,41960,0.663506756
615,ISL,2010,MEN,50.37803348,27.518684,5.396732,38378.87479,7.205570221,98.8,100,100,100,100,18.31942797,17057,99.99,79385.98698,75.41948741,17059,105259.2502,7.502695468,6.723178545,6.844629513,7.646453756,7.251118464,7.793310282,7.213319949,6.984669914,6.691576508,6.942533864,6.725037489,5.821591008,4.92000347,3.422934404,2.557906086,2.272868102,2.686173179,56.22975922,36520,0.637914938
616,ISL,2010,WOMEN,49.62196652,37.840931,5.396732,38378.87479,7.205570221,98.8,100,100,100,100,18.31942797,17057,99.99,79385.98698,75.41948741,17059,105259.2502,7.193004529,6.635631605,6.690362355,7.39745848,7.190488173,7.484901862,6.925012582,6.636889784,6.6532461,6.979743332,6.631227982,5.713387016,4.777931555,3.632989431,2.769879215,2.652868646,4.034977353,101.3181229,36520,0.667372837
617,ISL,2011,MEN,50.35959211,28.105434,4.001026,39467.5781,7.049630165,98.8,100,100,100,100,19.21794717,17209,99.99,80626.20958,76.48086481,17211,105420.1071,7.594213932,6.752458956,6.699043432,7.598511733,7.254073701,7.634122082,7.196974348,6.917003328,6.605719759,6.792367106,6.729128038,5.920527524,5.07140489,3.623660007,2.591573855,2.231786534,2.787430775,60.11824036,37750,0.650899763
618,ISL,2011,WOMEN,49.64040789,39.501953,4.001026,39467.5781,7.049630165,98.8,100,100,100,100,19.21794717,17209,99.99,80626.20958,76.48086481,17211,105420.1071,7.225253507,6.642873159,6.559409024,7.315569176,7.154246705,7.367889977,6.955552234,6.603009692,6.551311757,6.880185365,6.692702494,5.832523607,4.908189451,3.790766624,2.806637267,2.599222662,4.114657299,102.4908218,37750,0.671509394
619,ISL,2012,MEN,50.3151822,28.847036,5.1859,40488.95784,7.859789848,98.8,100,100,100,100,18.53985335,17546,99.98,84122.04544,77.35882071,17549,108742.6678,7.504777488,6.844171465,6.593849404,7.452881451,7.393658915,7.430291412,7.229423221,6.831350091,6.569427739,6.6304819,6.703136352,6.040088162,5.181056115,3.869002192,2.663182509,2.185128427,2.878093156,60.65990067,40750,0.668708972
620,ISL,2012,WOMEN,49.6848178,41.269173,5.1859,40488.95784,7.859789848,98.8,100,100,100,100,18.53985335,17546,99.98,84122.04544,77.35882071,17549,108742.6678,7.162863167,6.679362174,6.468526064,7.157916865,7.214799335,7.204288444,6.998398635,6.579199565,6.47780038,6.754793276,6.733153206,5.968331303,5.022969389,3.958896233,2.89667794,2.527560175,4.194463852,104.5761414,40750,0.681870766
621,ISL,2013,MEN,50.25639928,29.771448,3.872275,42626.33587,7.805850029,98.8,100,100,100,100,18.57423211,18111,99.97,86524.76258,76.35550981,18116,113318.2959,7.297098319,6.983748395,6.529238894,7.222259405,7.60923135,7.229560763,7.276411139,6.741586707,6.557227431,6.475695606,6.643018381,6.161737236,5.264278717,4.13317676,2.770256704,2.149641321,2.955832872,60.24539185,47080,0.662642125
622,ISL,2013,WOMEN,49.74360072,42.471531,3.872275,42626.33587,7.805850029,98.8,100,100,100,100,18.57423211,18111,99.97,86524.76258,76.35550981,18116,113318.2959,7.032383388,6.737318351,6.416435123,6.936487251,7.332366176,7.037301138,7.030539231,6.567041235,6.426270624,6.616218742,6.746539133,6.110919865,5.130443335,4.129066365,3.026875507,2.455186997,4.268607539,103.1163177,47080,0.678298312
623,ISL,2014,MEN,50.20368025,30.90213,2.044619,44222.14912,,98.8,100,100,100,100,18.17922927,18119,99.98,87186.72003,76.42294532,18122,114084.4803,7.078358005,7.129905335,6.502240793,6.970411833,7.791530471,7.10443489,7.288792398,6.667192247,6.536201386,6.344566608,6.550149487,6.25542005,5.345154854,4.37545862,2.910301582,2.144368909,3.005512532,,48160,0.680357801
624,ISL,2014,WOMEN,49.79631975,43.302914,2.044619,44222.14912,,98.8,100,100,100,100,18.17922927,18119,99.98,87186.72003,76.42294532,18122,114084.4803,6.881308885,6.792655861,6.391577351,6.705225637,7.427289235,6.922272697,7.018873923,6.566437799,6.38546335,6.486955777,6.724790443,6.23933871,5.242756437,4.292640576,3.17683527,2.417476262,4.328101786,,48160,0.693171578
625,ISL,2015,MEN,50.17154347,31.442921,1.633058,47057.29458,,98.8,,,,,,,,,,,,6.92458581,7.22394906,6.515375562,6.749554878,7.855871081,7.099013188,7.241452153,6.622204786,6.48700848,6.244379395,6.431481426,6.299906449,5.438633552,4.573739325,3.085976401,2.177022663,3.029845792,,50260,0.687895196
626,ISL,2015,WOMEN,49.82845653,46.322239,1.633058,47057.29458,,98.8,,,,,,,,,,,,6.756526812,6.817297875,6.385823326,6.511011717,7.439593563,6.890223151,6.960717585,6.571175069,6.347537557,6.377315378,6.669016481,6.340245029,5.367300306,4.439933881,3.330861977,2.429627109,4.365793184,,50260,0.700827407
627,ISL,2016,MEN,50.16452513,32.87204,1.69693,50109.9803,,,,,,,,,,,,,,6.663748703,7.245942332,6.58220562,6.566616502,7.726806689,7.182386694,7.20876828,6.685333637,6.4694843,6.209865514,6.337576372,6.311794368,5.534137172,4.70131848,3.262322899,2.208858217,3.102834222,,56790,0.698188727
628,ISL,2016,WOMEN,49.83547487,48.270401,1.69693,50109.9803,,,,,,,,,,,,,,6.599110381,6.82604156,6.41563411,6.371575663,7.319737581,6.949767335,6.926229261,6.609370568,6.328120756,6.290097713,6.583418332,6.4005456,5.500063372,4.562765181,3.466735873,2.460030539,4.390756176,,56790,0.706265155
629,ISR,1995,MEN,49.39048123,,,,,100,,100,100,100,5.141175532,25,0.08,19664.72414,5.436275416,30425,361731.5651,10.29355271,9.917634269,9.877738249,9.653773913,8.69129667,7.266731654,6.779742084,6.426409874,6.628395337,5.684252802,3.773305577,3.346938218,3.196806193,2.720331558,2.411412615,1.566497668,1.765180606,,14210,0.494836149
630,ISR,1995,WOMEN,50.60951877,,,,,100,,100,100,100,5.141175532,25,0.08,19664.72414,5.436275416,30425,361731.5651,9.531675563,9.231531232,9.177185178,8.926237549,8.212589021,7.089918825,6.721425163,6.560757926,6.752765833,5.729748593,3.862830114,3.590618248,3.611919531,3.451252293,3.008222665,2.079560845,2.46176142,,14210,0.459124595
631,ISR,1996,MEN,49.33617878,,,,,100,,100,100,100,4.980171272,24,0.07,20622.44074,5.446613278,32531,378628.6944,10.30858995,9.788351776,9.741557671,9.613843373,8.790643838,7.332935442,6.703560267,6.314655825,6.52938426,5.885198954,4.006786807,3.317727912,3.170476059,2.714722895,2.390783593,1.598755506,1.792025871,,16600,0.498809669
632,ISR,1996,WOMEN,50.66382122,,,,,100,,100,100,100,4.980171272,24,0.07,20622.44074,5.446613278,32531,378628.6944,9.520987114,9.099870957,9.03754332,8.856206941,8.260515856,7.158938711,6.673840519,6.460531105,6.695995063,5.958493318,4.099669552,3.555444623,3.558034115,3.422625256,3.018484658,2.103207086,2.519611806,,16600,0.466388949
633,ISR,1997,MEN,49.30349524,,,,,100,,100,100,100,5.045864129,25,0.07,21771.83533,5.69790658,35100,382102.3567,10.3925375,9.670706452,9.587401632,9.535502692,8.864418073,7.452558031,6.605499631,6.240478291,6.361527795,6.018188039,4.314058814,3.286128469,3.13626623,2.734904828,2.346076966,1.660333868,1.793412688,,18010,0.488341971
634,ISR,1997,WOMEN,50.69650476,,,,,100,,100,100,100,5.045864129,25,0.07,21771.83533,5.69790658,35100,382102.3567,9.581092526,8.977799634,8.886416033,8.762913319,8.271074095,7.256012088,6.615135983,6.391177857,6.569251537,6.128655782,4.41023076,3.515098785,3.51173626,3.3957642,3.018741169,2.163679274,2.545220697,,18010,0.464455539
635,ISR,1998,MEN,49.28729322,,,,6.663410187,100,,100,100,100,4.959938645,25,0.07,22902.90048,6.07462725,37955,377025.6105,10.51475042,9.574124771,9.421318854,9.425612341,8.91229426,7.605455263,6.510228882,6.188287719,6.157529457,6.085068061,4.65048022,3.277796019,3.101164767,2.764935441,2.297402827,1.731120005,1.782430698,40.04774094,17720,0.483709085
636,ISR,1998,WOMEN,50.71270678,,,,6.663410187,100,,100,100,100,4.959938645,25,0.07,22902.90048,6.07462725,37955,377025.6105,9.682384356,8.872175616,8.730060735,8.651803491,8.250940335,7.361790285,6.560679634,6.343727843,6.401360472,6.24132304,4.751151883,3.496470728,3.474306963,3.366532236,3.017145109,2.243602351,2.554544923,53.99523163,17720,0.468433674
637,ISR,1999,MEN,49.28095523,,,,6.420820236,100,,100,100,100,4.653050609,33,0.08,23010.67943,5.868728735,39215,392089.6751,10.61355464,9.507725615,9.25678908,9.298083742,8.937142912,7.76046892,6.457637842,6.132722214,5.964857175,6.093011834,4.954946112,3.332675512,3.072233283,2.786993594,2.269312143,1.787242601,1.774602784,39.92108917,17410,0.494593376
638,ISR,1999,WOMEN,50.71904477,,,,6.420820236,100,,100,100,100,4.653050609,33,0.08,23010.67943,5.868728735,39215,392089.6751,9.765039896,8.792498089,8.579095739,8.530706246,8.212426529,7.451881568,6.534790239,6.300472651,6.238128511,6.298431324,5.065135069,3.541803034,3.443417757,3.335160488,3.021599249,2.321457494,2.567956116,57.48165131,17410,0.478163994
639,ISR,2000,MEN,49.27946789,,,,6.113520145,100,100,100,100,100,4.644492791,31,0.07,25412.89595,5.970639571,42661,425631.051,10.64823063,9.476221713,9.107102847,9.162138305,8.938588393,7.897233852,6.471373464,6.060918954,5.811724071,6.048231442,5.191858127,3.47006827,3.053000057,2.794424513,2.271098388,1.819578181,1.778208793,40.98123932,18800,0.492323211
640,ISR,2000,WOMEN,50.72053211,,,,6.113520145,100,100,100,100,100,4.644492791,31,0.07,25412.89595,5.970639571,42661,425631.051,9.790289574,8.74606502,8.441593781,8.404547103,8.162530662,7.513099115,6.549328144,6.251053208,6.10886609,6.301049831,5.320394754,3.671293021,3.416982328,3.305580017,3.032319784,2.387773154,2.597234416,58.50366974,18800,0.485200068
641,ISR,2001,MEN,49.28313345,,,,6.375999928,100,100,100,100,100,4.864254038,20,0.05,26620.33792,6.297685584,43951,422700.3328,10.74128523,9.473020745,8.975109747,8.993978789,8.887815597,8.023381723,6.575662709,6.006082452,5.705038465,5.940404943,5.350631501,3.656125272,3.007592969,2.758554711,2.253129199,1.807389448,1.844796497,43.44742966,19040,0.494191906
642,ISR,2001,WOMEN,50.71686655,,,,6.375999928,100,100,100,100,100,4.864254038,20,0.05,26620.33792,6.297685584,43951,422700.3328,9.884832962,8.736636706,8.336566194,8.304205421,8.127733054,7.566598535,6.597126389,6.190493653,5.999288449,6.226521551,5.510724412,3.844337605,3.350787563,3.238972407,2.991634451,2.410588085,2.682952563,60.67787933,19040,0.483898705
643,ISR,2002,MEN,49.29259466,39.831264,5.687438,25133.57057,6.464809895,100,100,100,100,100,4.782434399,32,0.07,27965.8619,6.517740192,45500,429072.9774,10.72491232,9.519776115,8.870451435,8.828832227,8.805096272,8.125305031,6.737889705,5.945889177,5.648702017,5.784257079,5.46161067,3.914741751,2.964620747,2.724952634,2.256378875,1.775709534,1.910874416,48.00986862,18340,0.491789968
644,ISR,2002,WOMEN,50.70740534,44.275032,5.687438,25133.57057,6.464809895,100,100,100,100,100,4.782434399,32,0.07,27965.8619,6.517740192,45500,429072.9774,9.879647017,8.774132943,8.242110617,8.198965983,8.085968132,7.604960779,6.685426944,6.129698775,5.930316833,6.095783616,5.661998301,4.095042097,3.283764943,3.186855458,2.951282597,2.424601987,2.769442979,66.1156311,18340,0.49225035
645,ISR,2003,MEN,49.30549037,40.250072,0.7166667,23713.33919,6.362909794,100,100,100,100,100,4.958343042,43,0.09,29375.78639,6.520649514,47041,450503.9924,10.63788466,9.605865856,8.78936071,8.67059981,8.694875841,8.19587563,6.930998575,5.898596462,5.623798177,5.605878633,5.522829052,4.204161423,2.946663004,2.694990833,2.270479707,1.738866565,1.96827506,49.05083847,18400,0.490181611
646,ISR,2003,WOMEN,50.69450963,45.457832,0.7166667,23713.33919,6.362909794,100,100,100,100,100,4.958343042,43,0.09,29375.78639,6.520649514,47041,450503.9924,9.810100234,8.851157057,8.158892476,8.088121991,8.034438322,7.627554634,6.794774292,6.078960972,5.887837169,5.934220108,5.766769312,4.384632304,3.240623377,3.144440136,2.911469168,2.433286857,2.852721588,64.89524841,18400,0.495253874
647,ISR,2004,MEN,49.31900328,,,,5.94645977,100,100,100,100,100,4.593989602,39,0.08,30805.655,6.713897234,47279,458834.1753,10.54689422,9.700845766,8.734372066,8.521794242,8.564015169,8.228097071,7.114241931,5.892154524,5.599397686,5.441609899,5.532602737,4.466234385,2.986683952,2.668820237,2.281183853,1.713567838,2.007484419,48.78800964,19940,0.504850637
648,ISR,2004,WOMEN,50.68099672,,,,5.94645977,100,100,100,100,100,4.593989602,39,0.08,30805.655,6.713897234,47279,458834.1753,9.737236866,8.940156768,8.095432437,7.972356584,7.967903282,7.634332642,6.896182544,6.054935448,5.847429865,5.778769705,5.816317753,4.657147581,3.257956618,3.103860159,2.8731425,2.438915029,2.927924218,64.55806732,19940,0.509718697
649,ISR,2005,MEN,49.33131646,40.188377,1.329345,24709.14894,5.747429848,100,100,100,100,100,4.224246727,39,0.08,30806.6667,7.000400375,48602,440070.0681,10.49582266,9.76590058,8.714304397,8.385231604,8.42010675,8.219298359,7.262073831,5.941331162,5.55942375,5.314192527,5.492221553,4.667467321,3.099375133,2.647625328,2.28223449,1.707285774,2.026104784,50.08821106,21220,0.513449498
650,ISR,2005,WOMEN,50.66868354,45.806358,1.329345,24709.14894,5.747429848,100,100,100,100,100,4.224246727,39,0.08,30806.6667,7.000400375,48602,440070.0681,9.700983967,9.004047058,8.064854557,7.855477577,7.883514066,7.625775636,6.972836288,6.066821296,5.7959912,5.652700231,5.808216066,4.87876759,3.35370811,3.062134599,2.837812795,2.441595629,2.994763334,66.40879822,21220,0.517953776
651,ISR,2006,MEN,49.3409318,,,,5.746660233,100,100,100,100,100,4.401184678,25,0.05,31242.14088,6.824702921,50558,457780.2321,10.34257121,9.733676399,8.706700813,8.26398823,8.253577463,8.150699892,7.403854924,6.105149339,5.548998406,5.230884993,5.423079139,4.85162708,3.28899207,2.618352711,2.274467401,1.723326837,2.080053092,50.89115906,22060,0.51813427
652,ISR,2006,WOMEN,50.6590682,,,,5.746660233,100,100,100,100,100,4.401184678,25,0.05,31242.14088,6.824702921,50558,457780.2321,9.571667479,8.979784818,8.045688491,7.741784286,7.788217342,7.640473144,7.08266282,6.140121462,5.735753541,5.538420359,5.749925996,5.07841459,3.52295105,3.016483004,2.821195331,2.451191962,3.095264325,64.71378326,22060,0.520237635
653,ISR,2007,MEN,49.3487936,39.907951,0.4916667,27349.88395,5.481170177,100,100,100,100,100,4.244156747,24,0.04,31724.19475,6.650405237,53792,477026.4912,10.28266551,9.654757361,8.713787927,8.147818787,8.090036367,8.037786307,7.488121527,6.302557414,5.542136088,5.19072882,5.292126135,4.985329003,3.546066697,2.592451871,2.260246866,1.751943058,2.121440263,52.59936142,23710,0.52568016
654,ISR,2007,WOMEN,50.6512064,47.1464,0.4916667,27349.88395,5.481170177,100,100,100,100,100,4.244156747,24,0.04,31724.19475,6.650405237,53792,477026.4912,9.526138581,8.915659421,8.045656746,7.619040014,7.672256594,7.620722639,7.169180242,6.255914142,5.678374504,5.455013167,5.620594874,5.234532256,3.76445988,2.962760372,2.804336952,2.46153776,3.193821857,68.7304306,23710,0.525831939
655,ISR,2008,MEN,49.35791357,40.722355,4.594079,27241.81712,5.516839981,100,100,100,100,100,4.52607027,32,0.06,44989.74009,8.822178706,57002,509961.7859,10.28710586,9.53931809,8.724504608,8.04151598,7.938436822,7.898529688,7.515729491,6.504292015,5.557796407,5.184815992,5.128666254,5.065094588,3.834282056,2.595448132,2.242506922,1.783717604,2.158239496,52.23997879,25920,0.528342627
656,ISR,2008,WOMEN,50.64208643,47.134624,4.594079,27241.81712,5.516839981,100,100,100,100,100,4.52607027,32,0.06,44989.74009,8.822178706,57002,509961.7859,9.538332616,8.819439576,8.055224474,7.497699119,7.546081603,7.567087224,7.230941642,6.397783587,5.638993778,5.39735958,5.448162578,5.338849882,4.045404415,2.929185182,2.782618808,2.471679971,3.295155965,67.51605225,25920,0.532890489
657,ISR,2009,MEN,49.37263824,40.913353,3.325,27511.41896,5.479949951,100,100,100,100,100,4.204085167,99,0.18,44308.84382,8.417052377,55008,526417.5846,10.31331374,9.414767559,8.717483681,7.955434695,7.802467539,7.75144133,7.495362774,6.676156631,5.6175927,5.193219617,4.976713544,5.090916387,4.102802624,2.659354489,2.226732494,1.808601832,2.197638359,54.49459839,27180,0.533439894
658,ISR,2009,WOMEN,50.62736176,48.661175,3.325,27511.41896,5.479949951,100,100,100,100,100,4.204085167,99,0.18,44308.84382,8.417052377,55008,526417.5846,9.568495444,8.715319072,8.052872856,7.394285814,7.416870134,7.485900427,7.269134436,6.540484364,5.638850901,5.350364067,5.276333154,5.3850151,4.315561928,2.954496535,2.753846672,2.48093242,3.401236675,70.67790985,27180,0.543308071
659,ISR,2010,MEN,49.39549871,41.62141,2.693766,28838.90524,5.541079998,100,100,100,100,100,4.295716259,170,0.29,47847.6998,8.503354964,58591,562692.0198,10.334185,9.316679425,8.675009978,7.893349342,7.679041506,7.607560124,7.437498773,6.797792201,5.723635856,5.204618864,4.864986881,5.064982083,4.319307498,2.796007075,2.21976681,1.822775244,2.242803335,,29620,0.535437272
660,ISR,2010,WOMEN,50.60450129,49.3806,2.693766,28838.90524,5.541079998,100,100,100,100,100,4.295716259,170,0.29,47847.6998,8.503354964,58591,562692.0198,9.590650869,8.635162278,8.020026249,7.31710108,7.285700296,7.38511837,7.28200139,6.665135657,5.687560074,5.305135784,5.134241011,5.370864543,4.540819422,3.057425114,2.72178267,2.487154951,3.514120241,,29620,0.548141534
661,ISR,2011,MEN,49.42717973,43.148518,3.458333,30569.05603,5.570270061,100,100,100,100,100,4.081016075,301,0.5,47317.99344,9.021752123,59679,524487.8466,10.45470316,9.33423754,8.677814743,7.892791137,7.586057758,7.496857821,7.372266598,6.853907235,5.807084352,5.190463385,4.771221005,4.934437912,4.422360235,2.932772062,2.183460509,1.793969261,2.295595282,56.88434982,31580,0.54299167
662,ISR,2011,WOMEN,50.57282027,49.553558,3.458333,30569.05603,5.570270061,100,100,100,100,100,4.081016075,301,0.5,47317.99344,9.021752123,59679,524487.8466,9.708588216,8.66392615,8.036768385,7.315273092,7.178090495,7.269658768,7.232404457,6.740391536,5.769428214,5.273339786,5.025726635,5.26921203,4.687067712,3.186758784,2.641398526,2.413875532,3.588091683,75.16362,31580,0.55057674
